period,shop,item,count
2024-11,元町,チャーハン,60
2024-11,元町,ドリア,39
2024-11,元町,ピザ,34
2024-11,元町,蕎麦,53
2024-11,元町,洋定食,68
2024-11,元町,和定食,58
2024-12,元町,うどん,60
2024-12,元町,オムライス,49
2024-12,元町,カツ丼,69
2024-12,元町,カレー,56
2024-12,元町,サンドウィッチ,20
2024-12,元町,スパゲティ,26
2024-12,元町,チャーハン,44
2024-12,元町,ドリア,37
2024-12,元町,ピザ,41
2024-12,元町,蕎麦,47
2024-12,元町,洋定食,72
2024-12,元町,和定食,60
2023-01,御影,うどん,68
2023-01,御影,オムライス,44
2023-01,御影,カツ丼,56
2023-01,御影,カレー,55
2023-01,御影,サンドウィッチ,22
2023-01,御影,スパゲティ,24
2023-01,御影,チャーハン,41
2023-01,御影,ドリア,44
2023-01,御影,ピザ,28
2023-01,御影,蕎麦,51
2023-01,御影,洋定食,51
2023-01,御影,和定食,71
2023-02,御影,うどん,66
2023-02,御影,オムライス,49
2023-02,御影,カツ丼,63
2023-02,御影,カレー,51
2023-02,御影,サンドウィッチ,14
2023-02,御影,スパゲティ,26
2023-02,御影,チャーハン,59
2023-02,御影,ドリア,41
2023-02,御影,ピザ,54
2023-02,御影,蕎麦,56
2023-02,御影,洋定食,71
2023-02,御影,和定食,69
2023-03,御影,うどん,50
2023-03,御影,オムライス,58
2023-03,御影,カツ丼,70
2023-03,御影,カレー,58
2023-03,御影,サンドウィッチ,25
2023-03,御影,スパゲティ,22
2023-03,御影,チャーハン,46
2023-03,御影,ドリア,59
2023-03,御影,ピザ,28
2023-03,御影,蕎麦,49
2023-03,御影,洋定食,69
2023-03,御影,和定食,64
2023-04,御影,うどん,55
2023-04,御影,オムライス,47
2023-04,御影,カツ丼,65
2023-04,御影,カレー,63
2023-04,御影,サンドウィッチ,13
2023-04,御影,スパゲティ,41
2023-04,御影,チャーハン,48
2023-04,御影,ドリア,43
2023-04,御影,ピザ,31
2023-04,御影,蕎麦,64
2023-04,御影,洋定食,70
2023-04,御影,和定食,62
2023-05,御影,うどん,67
2023-05,御影,オムライス,49
2023-05,御影,カツ丼,63
2023-05,御影,カレー,66
2023-05,御影,サンドウィッチ,13
2023-05,御影,スパゲティ,23
2023-05,御影,チャーハン,46
2023-05,御影,ドリア,39
2023-05,御影,ピザ,40
2023-05,御影,蕎麦,53
2023-05,御影,洋定食,73
2023-05,御影,和定食,63
2023-06,御影,うどん,59
2023-06,御影,オムライス,63
2023-06,御影,カツ丼,58
2023-06,御影,カレー,68
2023-06,御影,サンドウィッチ,12
2023-06,御影,スパゲティ,27
2023-06,御影,チャーハン,38
2023-06,御影,ドリア,44
2023-06,御影,ピザ,27
2023-06,御影,蕎麦,38
2023-06,御影,洋定食,57
2023-06,御影,和定食,71
2023-07,御影,うどん,72
2023-07,御影,オムライス,56
2023-07,御影,カツ丼,56
2023-07,御影,カレー,71
2023-07,御影,サンドウィッチ,20
2023-07,御影,スパゲティ,17
2023-07,御影,チャーハン,45
2023-07,御影,ドリア,45
2023-07,御影,ピザ,38
2023-07,御影,蕎麦,43
2023-07,御影,洋定食,67
2023-07,御影,和定食,60
2023-08,御影,うどん,58
2023-08,御影,オムライス,50
2023-08,御影,カツ丼,55
2023-08,御影,カレー,69
2023-08,御影,サンドウィッチ,21
2023-08,御影,スパゲティ,26
2023-08,御影,チャーハン,53
2023-08,御影,ドリア,38
2023-08,御影,ピザ,29
2023-08,御影,蕎麦,57
2023-08,御影,洋定食,72
2023-08,御影,和定食,69
2023-09,御影,うどん,51
2023-09,御影,オムライス,48
2023-09,御影,カツ丼,60
2023-09,御影,カレー,70
2023-09,御影,サンドウィッチ,19
2023-09,御影,スパゲティ,28
2023-09,御影,チャーハン,53
2023-09,御影,ドリア,47
2023-09,御影,ピザ,47
2023-09,御影,蕎麦,39
2023-09,御影,洋定食,54
2023-09,御影,和定食,55
2023-10,御影,うどん,62
2023-10,御影,オムライス,44
2023-10,御影,カツ丼,75
2023-10,御影,カレー,69
2023-10,御影,サンドウィッチ,17
2023-10,御影,スパゲティ,33
2023-10,御影,チャーハン,43
2023-10,御影,ドリア,48
2023-10,御影,ピザ,38
2023-10,御影,蕎麦,54
2023-10,御影,洋定食,61
2023-10,御影,和定食,70
2023-11,御影,うどん,61
2023-11,御影,オムライス,40
2023-11,御影,カツ丼,73
2023-11,御影,カレー,65
2023-11,御影,サンドウィッチ,12
2023-11,御影,スパゲティ,30
2023-11,御影,チャーハン,31
2023-11,御影,ドリア,38
2023-11,御影,ピザ,41
2023-11,御影,蕎麦,54
2023-11,御影,洋定食,62
2023-11,御影,和定食,61
2023-12,御影,うどん,71
2023-12,御影,オムライス,56
2023-12,御影,カツ丼,66
2023-12,御影,カレー,66
2023-12,御影,サンドウィッチ,14
2023-12,御影,スパゲティ,36
2023-12,御影,チャーハン,41
2023-12,御影,ドリア,36
2023-12,御影,ピザ,30
2023-12,御影,蕎麦,42
2023-12,御影,洋定食,60
2023-12,御影,和定食,60
2024-01,御影,うどん,61
2024-01,御影,オムライス,40
2024-01,御影,カツ丼,58
2024-01,御影,カレー,52
2024-01,御影,サンドウィッチ,14
2024-01,御影,スパゲティ,32
2024-01,御影,チャーハン,59
2024-01,御影,ドリア,39
2024-01,御影,ピザ,45
2024-01,御影,蕎麦,47
2024-01,御影,洋定食,66
2024-01,御影,和定食,61
2024-02,御影,うどん,66
2024-02,御影,オムライス,38
2024-02,御影,カツ丼,80
2024-02,御影,カレー,56
2024-02,御影,サンドウィッチ,12
2024-02,御影,スパゲティ,25
2024-02,御影,チャーハン,43
2024-02,御影,ドリア,29
2024-02,御影,ピザ,29
2024-02,御影,蕎麦,59
2024-02,御影,洋定食,52
2024-02,御影,和定食,60
2024-03,御影,うどん,46
2024-03,御影,オムライス,49
2024-03,御影,カツ丼,77
2024-03,御影,カレー,48
2024-03,御影,サンドウィッチ,21
2024-03,御影,スパゲティ,30
2024-03,御影,チャーハン,48
2024-03,御影,ドリア,46
2024-03,御影,ピザ,47
2024-03,御影,蕎麦,53
2024-03,御影,洋定食,71
2024-03,御影,和定食,80
2024-04,御影,うどん,60
2024-04,御影,オムライス,52
2024-04,御影,カツ丼,55
2024-04,御影,カレー,54
2024-04,御影,サンドウィッチ,20
2024-04,御影,スパゲティ,29
2024-04,御影,チャーハン,44
2024-04,御影,ドリア,43
2024-04,御影,ピザ,40
2024-04,御影,蕎麦,58
2024-04,御影,洋定食,72
2024-04,御影,和定食,52
2024-05,御影,うどん,57
2024-05,御影,オムライス,38
2024-05,御影,カツ丼,61
2024-05,御影,カレー,62
2024-05,御影,サンドウィッチ,25
2024-05,御影,スパゲティ,32
2024-05,御影,チャーハン,38
2024-05,御影,ドリア,37
2024-05,御影,ピザ,44
2024-05,御影,蕎麦,50
2024-05,御影,洋定食,48
2024-05,御影,和定食,81
2024-06,御影,うどん,52
2024-06,御影,オムライス,45
2024-06,御影,カツ丼,66
2024-06,御影,カレー,62
2024-06,御影,サンドウィッチ,19
2024-06,御影,スパゲティ,32
2024-06,御影,チャーハン,40
2024-06,御影,ドリア,37
2024-06,御影,ピザ,19
2024-06,御影,蕎麦,53
2024-06,御影,洋定食,65
2024-06,御影,和定食,73
2024-07,御影,うどん,58
2024-07,御影,オムライス,44
2024-07,御影,カツ丼,71
2024-07,御影,カレー,63
2024-07,御影,サンドウィッチ,16
2024-07,御影,スパゲティ,29
2024-07,御影,チャーハン,47
2024-07,御影,ドリア,33
2024-07,御影,ピザ,37
2024-07,御影,蕎麦,49
2024-07,御影,洋定食,50
2024-07,御影,和定食,73
2024-08,御影,うどん,49
2024-08,御影,オムライス,52
2024-08,御影,カツ丼,59
2024-08,御影,カレー,59
2024-08,御影,サンドウィッチ,17
2024-08,御影,スパゲティ,30
2024-08,御影,チャーハン,52
2024-08,御影,ドリア,41
2024-08,御影,ピザ,30
2024-08,御影,蕎麦,72
2024-08,御影,洋定食,51
2024-08,御影,和定食,56
2024-09,御影,うどん,59
2024-09,御影,オムライス,45
2024-09,御影,カツ丼,48
2024-09,御影,カレー,72
2024-09,御影,サンドウィッチ,25
2024-09,御影,スパゲティ,29
2024-09,御影,チャーハン,37
2024-09,御影,ドリア,23
2024-09,御影,ピザ,42
2024-09,御影,蕎麦,43
2024-09,御影,洋定食,63
2024-09,御影,和定食,73
2024-10,御影,うどん,59
2024-10,御影,オムライス,45
2024-10,御影,カツ丼,58
2024-10,御影,カレー,51
2024-10,御影,サンドウィッチ,17
2024-10,御影,スパゲティ,24
2024-10,御影,チャーハン,45
2024-10,御影,ドリア,33
2024-10,御影,ピザ,38
2024-10,御影,蕎麦,45
2024-10,御影,洋定食,74
2024-10,御影,和定食,73
2024-11,御影,うどん,57
2024-11,御影,オムライス,54
2024-11,御影,カツ丼,46
2024-11,御影,カレー,66
2024-11,御影,サンドウィッチ,22
2024-11,御影,スパゲティ,30
2024-11,御影,チャーハン,46
2024-11,御影,ドリア,47
2024-11,御影,ピザ,30
2024-11,御影,蕎麦,59
2024-11,御影,洋定食,63
2024-11,御影,和定食,67
2024-12,御影,うどん,46
2024-12,御影,オムライス,44
2024-12,御影,カツ丼,65
2024-12,御影,カレー,66
2024-12,御影,サンドウィッチ,21
2024-12,御影,スパゲティ,22
2024-12,御影,チャーハン,46
2024-12,御影,ドリア,48
2024-12,御影,ピザ,29
2024-12,御影,蕎麦,45
2024-12,御影,洋定食,70
2024-12,御影,和定食,68
2023-01,三宮,うどん,64
2023-01,三宮,オムライス,63
2023-01,三宮,カツ丼,56
2023-01,三宮,カレー,64
2023-01,三宮,サンドウィッチ,17
2023-01,三宮,スパゲティ,25
2023-01,三宮,チャーハン,58
2023-01,三宮,ドリア,52
2023-01,三宮,ピザ,43
2023-01,三宮,蕎麦,47
2023-01,三宮,洋定食,57
2023-01,三宮,和定食,74
2023-02,三宮,うどん,66
2023-02,三宮,オムライス,56
2023-02,三宮,カツ丼,58
2023-02,三宮,カレー,66
2023-02,三宮,サンドウィッチ,24
2023-02,三宮,スパゲティ,26
2023-02,三宮,チャーハン,43
2023-02,三宮,ドリア,40
2023-02,三宮,ピザ,38
2023-02,三宮,蕎麦,77
2023-02,三宮,洋定食,57
2023-02,三宮,和定食,65
2023-03,三宮,うどん,66
2023-03,三宮,オムライス,57
2023-03,三宮,カツ丼,77
2023-03,三宮,カレー,62
2023-03,三宮,サンドウィッチ,15
2023-03,三宮,スパゲティ,45
2023-03,三宮,チャーハン,54
2023-03,三宮,ドリア,43
2023-03,三宮,ピザ,32
2023-03,三宮,蕎麦,55
2023-03,三宮,洋定食,65
2023-03,三宮,和定食,72
2023-04,三宮,うどん,69
2023-04,三宮,オムライス,56
2023-04,三宮,カツ丼,85
2023-04,三宮,カレー,64
2023-04,三宮,サンドウィッチ,22
2023-04,三宮,スパゲティ,34
2023-04,三宮,チャーハン,43
2023-04,三宮,ドリア,51
2023-04,三宮,ピザ,32
2023-04,三宮,蕎麦,74
2023-04,三宮,洋定食,68
2023-04,三宮,和定食,69
2023-05,三宮,うどん,56
2023-05,三宮,オムライス,56
2023-05,三宮,カツ丼,76
2023-05,三宮,カレー,67
2023-05,三宮,サンドウィッチ,19
2023-05,三宮,スパゲティ,40
2023-05,三宮,チャーハン,50
2023-05,三宮,ドリア,46
2023-05,三宮,ピザ,41
2023-05,三宮,蕎麦,61
2023-05,三宮,洋定食,57
2023-05,三宮,和定食,75
2023-06,三宮,うどん,53
2023-06,三宮,オムライス,51
2023-06,三宮,カツ丼,79
2023-06,三宮,カレー,63
2023-06,三宮,サンドウィッチ,20
2023-06,三宮,スパゲティ,37
2023-06,三宮,チャーハン,55
2023-06,三宮,ドリア,55
2023-06,三宮,ピザ,40
2023-06,三宮,蕎麦,65
2023-06,三宮,洋定食,61
2023-06,三宮,和定食,66
2023-07,三宮,うどん,48
2023-07,三宮,オムライス,69
2023-07,三宮,カツ丼,78
2023-07,三宮,カレー,70
2023-07,三宮,サンドウィッチ,22
2023-07,三宮,スパゲティ,34
2023-07,三宮,チャーハン,55
2023-07,三宮,ドリア,39
2023-07,三宮,ピザ,53
2023-07,三宮,蕎麦,58
2023-07,三宮,洋定食,76
2023-07,三宮,和定食,88
2023-08,三宮,うどん,64
2023-08,三宮,オムライス,54
2023-08,三宮,カツ丼,58
2023-08,三宮,カレー,82
2023-08,三宮,サンドウィッチ,21
2023-08,三宮,スパゲティ,25
2023-08,三宮,チャーハン,39
2023-08,三宮,ドリア,42
2023-08,三宮,ピザ,27
2023-08,三宮,蕎麦,55
2023-08,三宮,洋定食,56
2023-08,三宮,和定食,77
2023-09,三宮,うどん,70
2023-09,三宮,オムライス,60
2023-09,三宮,カツ丼,67
2023-09,三宮,カレー,65
2023-09,三宮,サンドウィッチ,25
2023-09,三宮,スパゲティ,26
2023-09,三宮,チャーハン,52
2023-09,三宮,ドリア,50
2023-09,三宮,ピザ,50
2023-09,三宮,蕎麦,63
2023-09,三宮,洋定食,82
2023-09,三宮,和定食,84
2023-10,三宮,うどん,60
2023-10,三宮,オムライス,55
2023-10,三宮,カツ丼,57
2023-10,三宮,カレー,64
2023-10,三宮,サンドウィッチ,22
2023-10,三宮,スパゲティ,37
2023-10,三宮,チャーハン,54
2023-10,三宮,ドリア,40
2023-10,三宮,ピザ,34
2023-10,三宮,蕎麦,68
2023-10,三宮,洋定食,72
2023-10,三宮,和定食,73
2023-11,三宮,うどん,57
2023-11,三宮,オムライス,68
2023-11,三宮,カツ丼,76
2023-11,三宮,カレー,62
2023-11,三宮,サンドウィッチ,24
2023-11,三宮,スパゲティ,35
2023-11,三宮,チャーハン,41
2023-11,三宮,ドリア,37
2023-11,三宮,ピザ,41
2023-11,三宮,蕎麦,72
2023-11,三宮,洋定食,67
2023-11,三宮,和定食,61
2023-12,三宮,うどん,53
2023-12,三宮,オムライス,54
2023-12,三宮,カツ丼,68
2023-12,三宮,カレー,65
2023-12,三宮,サンドウィッチ,21
2023-12,三宮,スパゲティ,27
2023-12,三宮,チャーハン,65
2023-12,三宮,ドリア,48
2023-12,三宮,ピザ,37
2023-12,三宮,蕎麦,43
2023-12,三宮,洋定食,81
2023-12,三宮,和定食,89
2024-01,三宮,うどん,73
2024-01,三宮,オムライス,52
2024-01,三宮,カツ丼,68
2024-01,三宮,カレー,66
2024-01,三宮,サンドウィッチ,18
2024-01,三宮,スパゲティ,31
2024-01,三宮,チャーハン,46
2024-01,三宮,ドリア,44
2024-01,三宮,ピザ,36
2024-01,三宮,蕎麦,58
2024-01,三宮,洋定食,68
2024-01,三宮,和定食,73
2024-02,三宮,うどん,61
2024-02,三宮,オムライス,53
2024-02,三宮,カツ丼,71
2024-02,三宮,カレー,68
2024-02,三宮,サンドウィッチ,25
2024-02,三宮,スパゲティ,29
2024-02,三宮,チャーハン,59
2024-02,三宮,ドリア,42
2024-02,三宮,ピザ,42
2024-02,三宮,蕎麦,61
2024-02,三宮,洋定食,74
2024-02,三宮,和定食,86
2024-03,三宮,うどん,66
2024-03,三宮,オムライス,75
2024-03,三宮,カツ丼,69
2024-03,三宮,カレー,64
2024-03,三宮,サンドウィッチ,17
2024-03,三宮,スパゲティ,36
2024-03,三宮,チャーハン,37
2024-03,三宮,ドリア,28
2024-03,三宮,ピザ,40
2024-03,三宮,蕎麦,60
2024-03,三宮,洋定食,62
2024-03,三宮,和定食,79
2024-04,三宮,うどん,49
2024-04,三宮,オムライス,51
2024-04,三宮,カツ丼,57
2024-04,三宮,カレー,59
2024-04,三宮,サンドウィッチ,23
2024-04,三宮,スパゲティ,17
2024-04,三宮,チャーハン,53
2024-04,三宮,ドリア,40
2024-04,三宮,ピザ,39
2024-04,三宮,蕎麦,60
2024-04,三宮,洋定食,86
2024-04,三宮,和定食,77
2024-05,三宮,うどん,58
2024-05,三宮,オムライス,74
2024-05,三宮,カツ丼,53
2024-05,三宮,カレー,92
2024-05,三宮,サンドウィッチ,20
2024-05,三宮,スパゲティ,36
2024-05,三宮,チャーハン,58
2024-05,三宮,ドリア,53
2024-05,三宮,ピザ,32
2024-05,三宮,蕎麦,67
2024-05,三宮,洋定食,56
2024-05,三宮,和定食,72
2024-06,三宮,うどん,52
2024-06,三宮,オムライス,61
2024-06,三宮,カツ丼,68
2024-06,三宮,カレー,69
2024-06,三宮,サンドウィッチ,15
2024-06,三宮,スパゲティ,21
2024-06,三宮,チャーハン,59
2024-06,三宮,ドリア,40
2024-06,三宮,ピザ,48
2024-06,三宮,蕎麦,52
2024-06,三宮,洋定食,63
2024-06,三宮,和定食,69
2024-07,三宮,うどん,67
2024-07,三宮,オムライス,55
2024-07,三宮,カツ丼,70
2024-07,三宮,カレー,69
2024-07,三宮,サンドウィッチ,20
2024-07,三宮,スパゲティ,29
2024-07,三宮,チャーハン,50
2024-07,三宮,ドリア,39
2024-07,三宮,ピザ,46
2024-07,三宮,蕎麦,54
2024-07,三宮,洋定食,75
2024-07,三宮,和定食,63
2024-08,三宮,うどん,61
2024-08,三宮,オムライス,67
2024-08,三宮,カツ丼,66
2024-08,三宮,カレー,76
2024-08,三宮,サンドウィッチ,21
2024-08,三宮,スパゲティ,37
2024-08,三宮,チャーハン,53
2024-08,三宮,ドリア,47
2024-08,三宮,ピザ,35
2024-08,三宮,蕎麦,49
2024-08,三宮,洋定食,53
2024-08,三宮,和定食,77
2024-09,三宮,うどん,71
2024-09,三宮,オムライス,54
2024-09,三宮,カツ丼,60
2024-09,三宮,カレー,72
2024-09,三宮,サンドウィッチ,21
2024-09,三宮,スパゲティ,23
2024-09,三宮,チャーハン,51
2024-09,三宮,ドリア,45
2024-09,三宮,ピザ,45
2024-09,三宮,蕎麦,63
2024-09,三宮,洋定食,65
2024-09,三宮,和定食,71
2024-10,三宮,うどん,66
2024-10,三宮,オムライス,51
2024-10,三宮,カツ丼,70
2024-10,三宮,カレー,65
2024-10,三宮,サンドウィッチ,21
2024-10,三宮,スパゲティ,38
2024-10,三宮,チャーハン,40
2024-10,三宮,ドリア,41
2024-10,三宮,ピザ,37
2024-10,三宮,蕎麦,75
2024-10,三宮,洋定食,71
2024-10,三宮,和定食,69
2024-11,三宮,うどん,47
2024-11,三宮,オムライス,65
2024-11,三宮,カツ丼,70
2024-11,三宮,カレー,72
2024-11,三宮,サンドウィッチ,20
2024-11,三宮,スパゲティ,24
2024-11,三宮,チャーハン,46
2024-11,三宮,ドリア,37
2024-11,三宮,ピザ,35
2024-11,三宮,蕎麦,64
2024-11,三宮,洋定食,81
2024-11,三宮,和定食,82
2024-12,三宮,うどん,58
2024-12,三宮,オムライス,53
2024-12,三宮,カツ丼,63
2024-12,三宮,カレー,61
2024-12,三宮,サンドウィッチ,9
2024-12,三宮,スパゲティ,27
2024-12,三宮,チャーハン,51
2024-12,三宮,ドリア,38
2024-12,三宮,ピザ,32
2024-12,三宮,蕎麦,62
2024-12,三宮,洋定食,75
2024-12,三宮,和定食,77
2023-01,三田,うどん,30
2023-01,三田,オムライス,34
2023-01,三田,カツ丼,29
2023-01,三田,カレー,30
2023-01,三田,サンドウィッチ,2
2023-01,三田,スパゲティ,14
2023-01,三田,チャーハン,20
2023-01,三田,ドリア,25
2023-01,三田,ピザ,20
2023-01,三田,蕎麦,34
2023-01,三田,洋定食,31
2023-01,三田,和定食,31
2023-02,三田,うどん,33
2023-02,三田,オムライス,38
2023-02,三田,カツ丼,24
2023-02,三田,カレー,28
2023-02,三田,サンドウィッチ,8
2023-02,三田,スパゲティ,14
2023-02,三田,チャーハン,19
2023-02,三田,ドリア,18
2023-02,三田,ピザ,24
2023-02,三田,蕎麦,27
2023-02,三田,洋定食,31
2023-02,三田,和定食,42
2023-03,三田,うどん,38
2023-03,三田,オムライス,26
2023-03,三田,カツ丼,29
2023-03,三田,カレー,32
2023-03,三田,サンドウィッチ,11
2023-03,三田,スパゲティ,22
2023-03,三田,チャーハン,20
2023-03,三田,ドリア,18
2023-03,三田,ピザ,22
2023-03,三田,蕎麦,29
2023-03,三田,洋定食,24
2023-03,三田,和定食,38
2023-04,三田,うどん,27
2023-04,三田,オムライス,23
2023-04,三田,カツ丼,34
2023-04,三田,カレー,39
2023-04,三田,サンドウィッチ,15
2023-04,三田,スパゲティ,16
2023-04,三田,チャーハン,27
2023-04,三田,ドリア,17
2023-04,三田,ピザ,22
2023-04,三田,蕎麦,30
2023-04,三田,洋定食,38
2023-04,三田,和定食,38
2023-05,三田,うどん,21
2023-05,三田,オムライス,25
2023-05,三田,カツ丼,33
2023-05,三田,カレー,38
2023-05,三田,サンドウィッチ,14
2023-05,三田,スパゲティ,17
2023-05,三田,チャーハン,20
2023-05,三田,ドリア,25
2023-05,三田,ピザ,13
2023-05,三田,蕎麦,20
2023-05,三田,洋定食,26
2023-05,三田,和定食,30
2023-06,三田,うどん,36
2023-06,三田,オムライス,38
2023-06,三田,カツ丼,32
2023-06,三田,カレー,46
2023-06,三田,サンドウィッチ,13
2023-06,三田,スパゲティ,15
2023-06,三田,チャーハン,20
2023-06,三田,ドリア,18
2023-06,三田,ピザ,20
2023-06,三田,蕎麦,23
2023-06,三田,洋定食,31
2023-06,三田,和定食,35
2023-07,三田,うどん,35
2023-07,三田,オムライス,25
2023-07,三田,カツ丼,33
2023-07,三田,カレー,39
2023-07,三田,サンドウィッチ,7
2023-07,三田,スパゲティ,12
2023-07,三田,チャーハン,35
2023-07,三田,ドリア,20
2023-07,三田,ピザ,13
2023-07,三田,蕎麦,35
2023-07,三田,洋定食,31
2023-07,三田,和定食,42
2023-08,三田,うどん,36
2023-08,三田,オムライス,31
2023-08,三田,カツ丼,25
2023-08,三田,カレー,33
2023-08,三田,サンドウィッチ,5
2023-08,三田,スパゲティ,16
2023-08,三田,チャーハン,23
2023-08,三田,ドリア,17
2023-08,三田,ピザ,21
2023-08,三田,蕎麦,38
2023-08,三田,洋定食,26
2023-08,三田,和定食,38
2023-09,三田,うどん,34
2023-09,三田,オムライス,28
2023-09,三田,カツ丼,30
2023-09,三田,カレー,30
2023-09,三田,サンドウィッチ,10
2023-09,三田,スパゲティ,16
2023-09,三田,チャーハン,26
2023-09,三田,ドリア,14
2023-09,三田,ピザ,23
2023-09,三田,蕎麦,37
2023-09,三田,洋定食,39
2023-09,三田,和定食,31
2023-10,三田,うどん,39
2023-10,三田,オムライス,35
2023-10,三田,カツ丼,30
2023-10,三田,カレー,33
2023-10,三田,サンドウィッチ,10
2023-10,三田,スパゲティ,16
2023-10,三田,チャーハン,25
2023-10,三田,ドリア,19
2023-10,三田,ピザ,18
2023-10,三田,蕎麦,24
2023-10,三田,洋定食,24
2023-10,三田,和定食,38
2023-11,三田,うどん,29
2023-11,三田,オムライス,29
2023-11,三田,カツ丼,37
2023-11,三田,カレー,37
2023-11,三田,サンドウィッチ,6
2023-11,三田,スパゲティ,11
2023-11,三田,チャーハン,23
2023-11,三田,ドリア,18
2023-11,三田,ピザ,13
2023-11,三田,蕎麦,29
2023-11,三田,洋定食,32
2023-11,三田,和定食,34
2023-12,三田,うどん,34
2023-12,三田,オムライス,33
2023-12,三田,カツ丼,27
2023-12,三田,カレー,24
2023-12,三田,サンドウィッチ,10
2023-12,三田,スパゲティ,15
2023-12,三田,チャーハン,23
2023-12,三田,ドリア,21
2023-12,三田,ピザ,20
2023-12,三田,蕎麦,36
2023-12,三田,洋定食,40
2023-12,三田,和定食,32
2024-01,三田,うどん,39
2024-01,三田,オムライス,29
2024-01,三田,カツ丼,21
2024-01,三田,カレー,31
2024-01,三田,サンドウィッチ,8
2024-01,三田,スパゲティ,15
2024-01,三田,チャーハン,29
2024-01,三田,ドリア,20
2024-01,三田,ピザ,16
2024-01,三田,蕎麦,26
2024-01,三田,洋定食,34
2024-01,三田,和定食,43
2024-02,三田,うどん,23
2024-02,三田,オムライス,27
2024-02,三田,カツ丼,22
2024-02,三田,カレー,36
2024-02,三田,サンドウィッチ,7
2024-02,三田,スパゲティ,22
2024-02,三田,チャーハン,22
2024-02,三田,ドリア,18
2024-02,三田,ピザ,18
2024-02,三田,蕎麦,24
2024-02,三田,洋定食,34
2024-02,三田,和定食,39
2024-03,三田,うどん,26
2024-03,三田,オムライス,23
2024-03,三田,カツ丼,23
2024-03,三田,カレー,37
2024-03,三田,サンドウィッチ,5
2024-03,三田,スパゲティ,12
2024-03,三田,チャーハン,19
2024-03,三田,ドリア,10
2024-03,三田,ピザ,20
2024-03,三田,蕎麦,23
2024-03,三田,洋定食,39
2024-03,三田,和定食,35
2024-04,三田,うどん,28
2024-04,三田,オムライス,27
2024-04,三田,カツ丼,35
2024-04,三田,カレー,33
2024-04,三田,サンドウィッチ,10
2024-04,三田,スパゲティ,14
2024-04,三田,チャーハン,23
2024-04,三田,ドリア,17
2024-04,三田,ピザ,17
2024-04,三田,蕎麦,28
2024-04,三田,洋定食,27
2024-04,三田,和定食,28
2024-05,三田,うどん,32
2024-05,三田,オムライス,19
2024-05,三田,カツ丼,29
2024-05,三田,カレー,28
2024-05,三田,サンドウィッチ,14
2024-05,三田,スパゲティ,19
2024-05,三田,チャーハン,28
2024-05,三田,ドリア,24
2024-05,三田,ピザ,24
2024-05,三田,蕎麦,31
2024-05,三田,洋定食,41
2024-05,三田,和定食,29
2024-06,三田,うどん,20
2024-06,三田,オムライス,31
2024-06,三田,カツ丼,29
2024-06,三田,カレー,26
2024-06,三田,サンドウィッチ,13
2024-06,三田,スパゲティ,15
2024-06,三田,チャーハン,23
2024-06,三田,ドリア,18
2024-06,三田,ピザ,16
2024-06,三田,蕎麦,32
2024-06,三田,洋定食,37
2024-06,三田,和定食,30
2024-07,三田,うどん,34
2024-07,三田,オムライス,28
2024-07,三田,カツ丼,21
2024-07,三田,カレー,38
2024-07,三田,サンドウィッチ,11
2024-07,三田,スパゲティ,19
2024-07,三田,チャーハン,28
2024-07,三田,ドリア,26
2024-07,三田,ピザ,10
2024-07,三田,蕎麦,28
2024-07,三田,洋定食,35
2024-07,三田,和定食,38
2024-08,三田,うどん,29
2024-08,三田,オムライス,27
2024-08,三田,カツ丼,45
2024-08,三田,カレー,39
2024-08,三田,サンドウィッチ,11
2024-08,三田,スパゲティ,11
2024-08,三田,チャーハン,16
2024-08,三田,ドリア,25
2024-08,三田,ピザ,12
2024-08,三田,蕎麦,20
2024-08,三田,洋定食,36
2024-08,三田,和定食,44
2024-09,三田,うどん,24
2024-09,三田,オムライス,18
2024-09,三田,カツ丼,36
2024-09,三田,カレー,33
2024-09,三田,サンドウィッチ,8
2024-09,三田,スパゲティ,20
2024-09,三田,チャーハン,36
2024-09,三田,ドリア,21
2024-09,三田,ピザ,23
2024-09,三田,蕎麦,29
2024-09,三田,洋定食,23
2024-09,三田,和定食,39
2024-10,三田,うどん,33
2024-10,三田,オムライス,34
2024-10,三田,カツ丼,26
2024-10,三田,カレー,36
2024-10,三田,サンドウィッチ,11
2024-10,三田,スパゲティ,14
2024-10,三田,チャーハン,25
2024-10,三田,ドリア,13
2024-10,三田,ピザ,20
2024-10,三田,蕎麦,26
2024-10,三田,洋定食,34
2024-10,三田,和定食,28
2024-11,三田,うどん,18
2024-11,三田,オムライス,34
2024-11,三田,カツ丼,25
2024-11,三田,カレー,28
2024-11,三田,サンドウィッチ,9
2024-11,三田,スパゲティ,15
2024-11,三田,チャーハン,20
2024-11,三田,ドリア,21
2024-11,三田,ピザ,16
2024-11,三田,蕎麦,22
2024-11,三田,洋定食,30
2024-11,三田,和定食,37
2024-12,三田,うどん,27
2024-12,三田,オムライス,32
2024-12,三田,カツ丼,30
2024-12,三田,カレー,34
2024-12,三田,サンドウィッチ,7
2024-12,三田,スパゲティ,14
2024-12,三田,チャーハン,18
2024-12,三田,ドリア,26
2024-12,三田,ピザ,19
2024-12,三田,蕎麦,32
2024-12,三田,洋定食,28
2024-12,三田,和定食,36
2023-01,西宮,うどん,31
2023-01,西宮,オムライス,42
