period,shop,item,count,price
2024-03,元町,スパゲティ,32,710
2024-03,元町,チャーハン,46,630
2024-03,元町,ドリア,40,700
2024-03,元町,ピザ,40,740
2024-03,元町,蕎麦,56,500
2024-03,元町,洋定食,49,700
2024-03,元町,和定食,73,650
2024-04,元町,うどん,61,500
2024-04,元町,オムライス,37,600
2024-04,元町,カツ丼,66,650
2024-04,元町,カレー,71,600
2024-04,元町,サンドウィッチ,22,450
2024-04,元町,スパゲティ,27,710
2024-04,元町,チャーハン,45,630
2024-04,元町,ドリア,38,700
2024-04,元町,ピザ,43,740
2024-04,元町,蕎麦,46,500
2024-04,元町,洋定食,80,700
2024-04,元町,和定食,79,650
2024-05,元町,うどん,59,500
2024-05,元町,オムライス,48,600
2024-05,元町,カツ丼,74,650
2024-05,元町,カレー,65,600
2024-05,元町,サンドウィッチ,12,450
2024-05,元町,スパゲティ,29,710
2024-05,元町,チャーハン,49,630
2024-05,元町,ドリア,47,700
2024-05,元町,ピザ,43,740
2024-05,元町,蕎麦,47,500
2024-05,元町,洋定食,59,700
2024-05,元町,和定食,83,650
2024-06,元町,うどん,51,500
2024-06,元町,オムライス,46,600
2024-06,元町,カツ丼,51,650
2024-06,元町,カレー,65,600
2024-06,元町,サンドウィッチ,9,450
2024-06,元町,スパゲティ,25,710
2024-06,元町,チャーハン,57,630
2024-06,元町,ドリア,45,700
2024-06,元町,ピザ,32,740
2024-06,元町,蕎麦,47,500
2024-06,元町,洋定食,66,700
2024-06,元町,和定食,80,650
2024-07,元町,うどん,59,500
2024-07,元町,オムライス,55,600
2024-07,元町,カツ丼,50,650
2024-07,元町,カレー,70,600
2024-07,元町,サンドウィッチ,17,450
2024-07,元町,スパゲティ,25,710
2024-07,元町,チャーハン,57,630
2024-07,元町,ドリア,44,700
2024-07,元町,ピザ,26,740
2024-07,元町,蕎麦,63,500
2024-07,元町,洋定食,62,700
2024-07,元町,和定食,76,650
2024-08,元町,うどん,51,500
2024-08,元町,オムライス,55,600
2024-08,元町,カツ丼,59,650
2024-08,元町,カレー,72,600
2024-08,元町,サンドウィッチ,26,450
2024-08,元町,スパゲティ,31,710
2024-08,元町,チャーハン,44,630
2024-08,元町,ドリア,52,700
2024-08,元町,ピザ,28,740
2024-08,元町,蕎麦,49,500
2024-08,元町,洋定食,49,700
2024-08,元町,和定食,65,650
2024-09,元町,うどん,59,500
2024-09,元町,オムライス,66,600
2024-09,元町,カツ丼,69,650
2024-09,元町,カレー,54,600
2024-09,元町,サンドウィッチ,17,450
2024-09,元町,スパゲティ,37,710
2024-09,元町,チャーハン,37,630
2024-09,元町,ドリア,49,700
2024-09,元町,ピザ,36,740
2024-09,元町,蕎麦,51,500
2024-09,元町,洋定食,64,700
2024-09,元町,和定食,70,650
2024-10,元町,うどん,59,500
2024-10,元町,オムライス,55,600
2024-10,元町,カツ丼,55,650
2024-10,元町,カレー,52,600
2024-10,元町,サンドウィッチ,17,450
2024-10,元町,スパゲティ,26,710
2024-10,元町,チャーハン,29,630
2024-10,元町,ドリア,37,700
2024-10,元町,ピザ,39,740
2024-10,元町,蕎麦,52,500
2024-10,元町,洋定食,50,700
2024-10,元町,和定食,81,650
2024-11,元町,うどん,55,500
2024-11,元町,オムライス,47,600
2024-11,元町,カツ丼,61,650
2024-11,元町,カレー,51,600
2024-11,元町,サンドウィッチ,13,450
2024-11,元町,スパゲティ,35,710
2024-11,元町,チャーハン,60,630
2024-11,元町,ドリア,39,700
2024-11,元町,ピザ,34,740
2024-11,元町,蕎麦,53,500
2024-11,元町,洋定食,68,700
2024-11,元町,和定食,58,650
2024-12,元町,うどん,60,500
2024-12,元町,オムライス,49,600
2024-12,元町,カツ丼,69,650
2024-12,元町,カレー,56,600
2024-12,元町,サンドウィッチ,20,450
2024-12,元町,スパゲティ,26,710
2024-12,元町,チャーハン,44,630
2024-12,元町,ドリア,37,700
2024-12,元町,ピザ,41,740
2024-12,元町,蕎麦,47,500
2024-12,元町,洋定食,72,700
2024-12,元町,和定食,60,650
2023-01,御影,うどん,68,500
2023-01,御影,オムライス,44,600
2023-01,御影,カツ丼,56,650
2023-01,御影,カレー,55,600
2023-01,御影,サンドウィッチ,22,450
2023-01,御影,スパゲティ,24,710
2023-01,御影,チャーハン,41,630
2023-01,御影,ドリア,44,700
2023-01,御影,ピザ,28,740
2023-01,御影,蕎麦,51,500
2023-01,御影,洋定食,51,700
2023-01,御影,和定食,71,650
2023-02,御影,うどん,66,500
2023-02,御影,オムライス,49,600
2023-02,御影,カツ丼,63,650
2023-02,御影,カレー,51,600
2023-02,御影,サンドウィッチ,14,450
2023-02,御影,スパゲティ,26,710
2023-02,御影,チャーハン,59,630
2023-02,御影,ドリア,41,700
2023-02,御影,ピザ,54,740
2023-02,御影,蕎麦,56,500
2023-02,御影,洋定食,71,700
2023-02,御影,和定食,69,650
2023-03,御影,うどん,50,500
2023-03,御影,オムライス,58,600
2023-03,御影,カツ丼,70,650
2023-03,御影,カレー,58,600
2023-03,御影,サンドウィッチ,25,450
2023-03,御影,スパゲティ,22,710
2023-03,御影,チャーハン,46,630
2023-03,御影,ドリア,59,700
2023-03,御影,ピザ,28,740
2023-03,御影,蕎麦,49,500
2023-03,御影,洋定食,69,700
2023-03,御影,和定食,64,650
2023-04,御影,うどん,55,500
2023-04,御影,オムライス,47,600
2023-04,御影,カツ丼,65,650
2023-04,御影,カレー,63,600
2023-04,御影,サンドウィッチ,13,450
2023-04,御影,スパゲティ,41,710
2023-04,御影,チャーハン,48,630
2023-04,御影,ドリア,43,700
2023-04,御影,ピザ,31,740
2023-04,御影,蕎麦,64,500
2023-04,御影,洋定食,70,700
2023-04,御影,和定食,62,650
2023-05,御影,うどん,67,500
2023-05,御影,オムライス,49,600
2023-05,御影,カツ丼,63,650
2023-05,御影,カレー,66,600
2023-05,御影,サンドウィッチ,13,450
2023-05,御影,スパゲティ,23,710
2023-05,御影,チャーハン,46,630
2023-05,御影,ドリア,39,700
2023-05,御影,ピザ,40,740
2023-05,御影,蕎麦,53,500
2023-05,御影,洋定食,73,700
2023-05,御影,和定食,63,650
2023-06,御影,うどん,59,500
2023-06,御影,オムライス,63,600
2023-06,御影,カツ丼,58,650
2023-06,御影,カレー,68,600
2023-06,御影,サンドウィッチ,12,450
2023-06,御影,スパゲティ,27,710
2023-06,御影,チャーハン,38,630
2023-06,御影,ドリア,44,700
2023-06,御影,ピザ,27,740
2023-06,御影,蕎麦,38,500
2023-06,御影,洋定食,57,700
2023-06,御影,和定食,71,650
2023-07,御影,うどん,72,500
2023-07,御影,オムライス,56,600
2023-07,御影,カツ丼,56,650
2023-07,御影,カレー,71,600
2023-07,御影,サンドウィッチ,20,450
2023-07,御影,スパゲティ,17,710
2023-07,御影,チャーハン,45,630
2023-07,御影,ドリア,45,700
2023-07,御影,ピザ,38,740
2023-07,御影,蕎麦,43,500
2023-07,御影,洋定食,67,700
2023-07,御影,和定食,60,650
2023-08,御影,うどん,58,500
2023-08,御影,オムライス,50,600
2023-08,御影,カツ丼,55,650
2023-08,御影,カレー,69,600
2023-08,御影,サンドウィッチ,21,450
2023-08,御影,スパゲティ,26,710
2023-08,御影,チャーハン,53,630
2023-08,御影,ドリア,38,700
2023-08,御影,ピザ,29,740
2023-08,御影,蕎麦,57,500
2023-08,御影,洋定食,72,700
2023-08,御影,和定食,69,650
2023-09,御影,うどん,51,500
2023-09,御影,オムライス,48,600
2023-09,御影,カツ丼,60,650
2023-09,御影,カレー,70,600
2023-09,御影,サンドウィッチ,19,450
2023-09,御影,スパゲティ,28,710
2023-09,御影,チャーハン,53,630
2023-09,御影,ドリア,47,700
2023-09,御影,ピザ,47,740
2023-09,御影,蕎麦,39,500
2023-09,御影,洋定食,54,700
2023-09,御影,和定食,55,650
2023-10,御影,うどん,62,500
2023-10,御影,オムライス,44,600
2023-10,御影,カツ丼,75,650
2023-10,御影,カレー,69,600
2023-10,御影,サンドウィッチ,17,450
2023-10,御影,スパゲティ,33,710
2023-10,御影,チャーハン,43,630
2023-10,御影,ドリア,48,700
2023-10,御影,ピザ,38,740
2023-10,御影,蕎麦,54,500
2023-10,御影,洋定食,61,700
2023-10,御影,和定食,70,650
2023-11,御影,うどん,61,500
2023-11,御影,オムライス,40,600
2023-11,御影,カツ丼,73,650
2023-11,御影,カレー,65,600
2023-11,御影,サンドウィッチ,12,450
2023-11,御影,スパゲティ,30,710
2023-11,御影,チャーハン,31,630
2023-11,御影,ドリア,38,700
2023-11,御影,ピザ,41,740
2023-11,御影,蕎麦,54,500
2023-11,御影,洋定食,62,700
2023-11,御影,和定食,61,650
2023-12,御影,うどん,71,500
2023-12,御影,オムライス,56,600
2023-12,御影,カツ丼,66,650
2023-12,御影,カレー,66,600
2023-12,御影,サンドウィッチ,14,450
2023-12,御影,スパゲティ,36,710
2023-12,御影,チャーハン,41,630
2023-12,御影,ドリア,36,700
2023-12,御影,ピザ,30,740
2023-12,御影,蕎麦,42,500
2023-12,御影,洋定食,60,700
2023-12,御影,和定食,60,650
2024-01,御影,うどん,61,500
2024-01,御影,オムライス,40,600
2024-01,御影,カツ丼,58,650
2024-01,御影,カレー,52,600
2024-01,御影,サンドウィッチ,14,450
2024-01,御影,スパゲティ,32,710
2024-01,御影,チャーハン,59,630
2024-01,御影,ドリア,39,700
2024-01,御影,ピザ,45,740
2024-01,御影,蕎麦,47,500
2024-01,御影,洋定食,66,700
2024-01,御影,和定食,61,650
2024-02,御影,うどん,66,500
2024-02,御影,オムライス,38,600
2024-02,御影,カツ丼,80,650
2024-02,御影,カレー,56,600
2024-02,御影,サンドウィッチ,12,450
2024-02,御影,スパゲティ,25,710
2024-02,御影,チャーハン,43,630
2024-02,御影,ドリア,29,700
2024-02,御影,ピザ,29,740
2024-02,御影,蕎麦,59,500
2024-02,御影,洋定食,52,700
2024-02,御影,和定食,60,650
2024-03,御影,うどん,46,500
2024-03,御影,オムライス,49,600
2024-03,御影,カツ丼,77,650
2024-03,御影,カレー,48,600
2024-03,御影,サンドウィッチ,21,450
2024-03,御影,スパゲティ,30,710
2024-03,御影,チャーハン,48,630
2024-03,御影,ドリア,46,700
2024-03,御影,ピザ,47,740
2024-03,御影,蕎麦,53,500
2024-03,御影,洋定食,71,700
2024-03,御影,和定食,80,650
2024-04,御影,うどん,60,500
2024-04,御影,オムライス,52,600
2024-04,御影,カツ丼,55,650
2024-04,御影,カレー,54,600
2024-04,御影,サンドウィッチ,20,450
2024-04,御影,スパゲティ,29,710
2024-04,御影,チャーハン,44,630
2024-04,御影,ドリア,43,700
2024-04,御影,ピザ,40,740
2024-04,御影,蕎麦,58,500
2024-04,御影,洋定食,72,700
2024-04,御影,和定食,52,650
2024-05,御影,うどん,57,500
2024-05,御影,オムライス,38,600
2024-05,御影,カツ丼,61,650
2024-05,御影,カレー,62,600
2024-05,御影,サンドウィッチ,25,450
2024-05,御影,スパゲティ,32,710
2024-05,御影,チャーハン,38,630
2024-05,御影,ドリア,37,700
2024-05,御影,ピザ,44,740
2024-05,御影,蕎麦,50,500
2024-05,御影,洋定食,48,700
2024-05,御影,和定食,81,650
2024-06,御影,うどん,52,500
2024-06,御影,オムライス,45,600
2024-06,御影,カツ丼,66,650
2024-06,御影,カレー,62,600
2024-06,御影,サンドウィッチ,19,450
2024-06,御影,スパゲティ,32,710
2024-06,御影,チャーハン,40,630
2024-06,御影,ドリア,37,700
2024-06,御影,ピザ,19,740
2024-06,御影,蕎麦,53,500
2024-06,御影,洋定食,65,700
2024-06,御影,和定食,73,650
2024-07,御影,うどん,58,500
2024-07,御影,オムライス,44,600
2024-07,御影,カツ丼,71,650
2024-07,御影,カレー,63,600
2024-07,御影,サンドウィッチ,16,450
2024-07,御影,スパゲティ,29,710
2024-07,御影,チャーハン,47,630
2024-07,御影,ドリア,33,700
2024-07,御影,ピザ,37,740
2024-07,御影,蕎麦,49,500
2024-07,御影,洋定食,50,700
2024-07,御影,和定食,73,650
2024-08,御影,うどん,49,500
2024-08,御影,オムライス,52,600
2024-08,御影,カツ丼,59,650
2024-08,御影,カレー,59,600
2024-08,御影,サンドウィッチ,17,450
2024-08,御影,スパゲティ,30,710
2024-08,御影,チャーハン,52,630
2024-08,御影,ドリア,41,700
2024-08,御影,ピザ,30,740
2024-08,御影,蕎麦,72,500
2024-08,御影,洋定食,51,700
2024-08,御影,和定食,56,650
2024-09,御影,うどん,59,500
2024-09,御影,オムライス,45,600
2024-09,御影,カツ丼,48,650
2024-09,御影,カレー,72,600
2024-09,御影,サンドウィッチ,25,450
2024-09,御影,スパゲティ,29,710
2024-09,御影,チャーハン,37,630
2024-09,御影,ドリア,23,700
2024-09,御影,ピザ,42,740
2024-09,御影,蕎麦,43,500
2024-09,御影,洋定食,63,700
2024-09,御影,和定食,73,650
2024-10,御影,うどん,59,500
2024-10,御影,オムライス,45,600
2024-10,御影,カツ丼,58,650
2024-10,御影,カレー,51,600
2024-10,御影,サンドウィッチ,17,450
2024-10,御影,スパゲティ,24,710
2024-10,御影,チャーハン,45,630
2024-10,御影,ドリア,33,700
2024-10,御影,ピザ,38,740
2024-10,御影,蕎麦,45,500
2024-10,御影,洋定食,74,700
2024-10,御影,和定食,73,650
2024-11,御影,うどん,57,500
2024-11,御影,オムライス,54,600
2024-11,御影,カツ丼,46,650
2024-11,御影,カレー,66,600
2024-11,御影,サンドウィッチ,22,450
2024-11,御影,スパゲティ,30,710
2024-11,御影,チャーハン,46,630
2024-11,御影,ドリア,47,700
2024-11,御影,ピザ,30,740
2024-11,御影,蕎麦,59,500
2024-11,御影,洋定食,63,700
2024-11,御影,和定食,67,650
2024-12,御影,うどん,46,500
2024-12,御影,オムライス,44,600
2024-12,御影,カツ丼,65,650
2024-12,御影,カレー,66,600
2024-12,御影,サンドウィッチ,21,450
2024-12,御影,スパゲティ,22,710
2024-12,御影,チャーハン,46,630
2024-12,御影,ドリア,48,700
2024-12,御影,ピザ,29,740
2024-12,御影,蕎麦,45,500
2024-12,御影,洋定食,70,700
2024-12,御影,和定食,68,650
2023-01,三宮,うどん,64,500
2023-01,三宮,オムライス,63,600
2023-01,三宮,カツ丼,56,650
2023-01,三宮,カレー,64,600
2023-01,三宮,サンドウィッチ,17,450
2023-01,三宮,スパゲティ,25,710
2023-01,三宮,チャーハン,58,630
2023-01,三宮,ドリア,52,700
2023-01,三宮,ピザ,43,740
2023-01,三宮,蕎麦,47,500
2023-01,三宮,洋定食,57,700
2023-01,三宮,和定食,74,650
2023-02,三宮,うどん,66,500
2023-02,三宮,オムライス,56,600
2023-02,三宮,カツ丼,58,650
2023-02,三宮,カレー,66,600
2023-02,三宮,サンドウィッチ,24,450
2023-02,三宮,スパゲティ,26,710
2023-02,三宮,チャーハン,43,630
2023-02,三宮,ドリア,40,700
2023-02,三宮,ピザ,38,740
2023-02,三宮,蕎麦,77,500
2023-02,三宮,洋定食,57,700
2023-02,三宮,和定食,65,650
2023-03,三宮,うどん,66,500
2023-03,三宮,オムライス,57,600
2023-03,三宮,カツ丼,77,650
2023-03,三宮,カレー,62,600
2023-03,三宮,サンドウィッチ,15,450
2023-03,三宮,スパゲティ,45,710
2023-03,三宮,チャーハン,54,630
2023-03,三宮,ドリア,43,700
2023-03,三宮,ピザ,32,740
2023-03,三宮,蕎麦,55,500
2023-03,三宮,洋定食,65,700
2023-03,三宮,和定食,72,650
2023-04,三宮,うどん,69,500
2023-04,三宮,オムライス,56,600
2023-04,三宮,カツ丼,85,650
2023-04,三宮,カレー,64,600
2023-04,三宮,サンドウィッチ,22,450
2023-04,三宮,スパゲティ,34,710
2023-04,三宮,チャーハン,43,630
2023-04,三宮,ドリア,51,700
2023-04,三宮,ピザ,32,740
2023-04,三宮,蕎麦,74,500
2023-04,三宮,洋定食,68,700
2023-04,三宮,和定食,69,650
2023-05,三宮,うどん,56,500
2023-05,三宮,オムライス,56,600
2023-05,三宮,カツ丼,76,650
2023-05,三宮,カレー,67,600
2023-05,三宮,サンドウィッチ,19,450
2023-05,三宮,スパゲティ,40,710
2023-05,三宮,チャーハン,50,630
2023-05,三宮,ドリア,46,700
2023-05,三宮,ピザ,41,740
2023-05,三宮,蕎麦,61,500
2023-05,三宮,洋定食,57,700
2023-05,三宮,和定食,75,650
2023-06,三宮,うどん,53,500
2023-06,三宮,オムライス,51,600
2023-06,三宮,カツ丼,79,650
2023-06,三宮,カレー,63,600
2023-06,三宮,サンドウィッチ,20,450
2023-06,三宮,スパゲティ,37,710
2023-06,三宮,チャーハン,55,630
2023-06,三宮,ドリア,55,700
2023-06,三宮,ピザ,40,740
2023-06,三宮,蕎麦,65,500
2023-06,三宮,洋定食,61,700
2023-06,三宮,和定食,66,650
2023-07,三宮,うどん,48,500
2023-07,三宮,オムライス,69,600
2023-07,三宮,カツ丼,78,650
2023-07,三宮,カレー,70,600
2023-07,三宮,サンドウィッチ,22,450
2023-07,三宮,スパゲティ,34,710
2023-07,三宮,チャーハン,55,630
2023-07,三宮,ドリア,39,700
2023-07,三宮,ピザ,53,740
2023-07,三宮,蕎麦,58,500
2023-07,三宮,洋定食,76,700
2023-07,三宮,和定食,88,650
2023-08,三宮,うどん,64,500
2023-08,三宮,オムライス,54,600
2023-08,三宮,カツ丼,58,650
2023-08,三宮,カレー,82,600
2023-08,三宮,サンドウィッチ,21,450
2023-08,三宮,スパゲティ,25,710
2023-08,三宮,チャーハン,39,630
2023-08,三宮,ドリア,42,700
2023-08,三宮,ピザ,27,740
2023-08,三宮,蕎麦,55,500
2023-08,三宮,洋定食,56,700
2023-08,三宮,和定食,77,650
2023-09,三宮,うどん,70,500
2023-09,三宮,オムライス,60,600
2023-09,三宮,カツ丼,67,650
2023-09,三宮,カレー,65,600
2023-09,三宮,サンドウィッチ,25,450
2023-09,三宮,スパゲティ,26,710
2023-09,三宮,チャーハン,52,630
2023-09,三宮,ドリア,50,700
2023-09,三宮,ピザ,50,740
2023-09,三宮,蕎麦,63,500
2023-09,三宮,洋定食,82,700
2023-09,三宮,和定食,84,650
2023-10,三宮,うどん,60,500
2023-10,三宮,オムライス,55,600
2023-10,三宮,カツ丼,57,650
2023-10,三宮,カレー,64,600
2023-10,三宮,サンドウィッチ,22,450
2023-10,三宮,スパゲティ,37,710
2023-10,三宮,チャーハン,54,630
2023-10,三宮,ドリア,40,700
2023-10,三宮,ピザ,34,740
2023-10,三宮,蕎麦,68,500
2023-10,三宮,洋定食,72,700
2023-10,三宮,和定食,73,650
2023-11,三宮,うどん,57,500
2023-11,三宮,オムライス,68,600
2023-11,三宮,カツ丼,76,650
2023-11,三宮,カレー,62,600
2023-11,三宮,サンドウィッチ,24,450
2023-11,三宮,スパゲティ,35,710
2023-11,三宮,チャーハン,41,630
2023-11,三宮,ドリア,37,700
2023-11,三宮,ピザ,41,740
2023-11,三宮,蕎麦,72,500
2023-11,三宮,洋定食,67,700
2023-11,三宮,和定食,61,650
2023-12,三宮,うどん,53,500
2023-12,三宮,オムライス,54,600
2023-12,三宮,カツ丼,68,650
2023-12,三宮,カレー,65,600
2023-12,三宮,サンドウィッチ,21,450
2023-12,三宮,スパゲティ,27,710
2023-12,三宮,チャーハン,65,630
2023-12,三宮,ドリア,48,700
2023-12,三宮,ピザ,37,740
2023-12,三宮,蕎麦,43,500
2023-12,三宮,洋定食,81,700
2023-12,三宮,和定食,89,650
2024-01,三宮,うどん,73,500
2024-01,三宮,オムライス,52,600
2024-01,三宮,カツ丼,68,650
2024-01,三宮,カレー,66,600
2024-01,三宮,サンドウィッチ,18,450
2024-01,三宮,スパゲティ,31,710
2024-01,三宮,チャーハン,46,630
2024-01,三宮,ドリア,44,700
2024-01,三宮,ピザ,36,740
2024-01,三宮,蕎麦,58,500
2024-01,三宮,洋定食,68,700
2024-01,三宮,和定食,73,650
2024-02,三宮,うどん,61,500
2024-02,三宮,オムライス,53,600
2024-02,三宮,カツ丼,71,650
2024-02,三宮,カレー,68,600
2024-02,三宮,サンドウィッチ,25,450
2024-02,三宮,スパゲティ,29,710
2024-02,三宮,チャーハン,59,630
2024-02,三宮,ドリア,42,700
2024-02,三宮,ピザ,42,740
2024-02,三宮,蕎麦,61,500
2024-02,三宮,洋定食,74,700
2024-02,三宮,和定食,86,650
2024-03,三宮,うどん,66,500
2024-03,三宮,オムライス,75,600
2024-03,三宮,カツ丼,69,650
2024-03,三宮,カレー,64,600
2024-03,三宮,サンドウィッチ,17,450
2024-03,三宮,スパゲティ,36,710
2024-03,三宮,チャーハン,37,630
2024-03,三宮,ドリア,28,700
2024-03,三宮,ピザ,40,740
2024-03,三宮,蕎麦,60,500
2024-03,三宮,洋定食,62,700
2024-03,三宮,和定食,79,650
2024-04,三宮,うどん,49,500
2024-04,三宮,オムライス,51,600
2024-04,三宮,カツ丼,57,650
2024-04,三宮,カレー,59,600
2024-04,三宮,サンドウィッチ,23,450
2024-04,三宮,スパゲティ,17,710
2024-04,三宮,チャーハン,53,630
2024-04,三宮,ドリア,40,700
2024-04,三宮,ピザ,39,740
2024-04,三宮,蕎麦,60,500
2024-04,三宮,洋定食,86,700
2024-04,三宮,和定食,77,650
2024-05,三宮,うどん,58,500
2024-05,三宮,オムライス,74,600
2024-05,三宮,カツ丼,53,650
2024-05,三宮,カレー,92,600
2024-05,三宮,サンドウィッチ,20,450
2024-05,三宮,スパゲティ,36,710
2024-05,三宮,チャーハン,58,630
2024-05,三宮,ドリア,53,700
2024-05,三宮,ピザ,32,740
2024-05,三宮,蕎麦,67,500
2024-05,三宮,洋定食,56,700
2024-05,三宮,和定食,72,650
2024-06,三宮,うどん,52,500
2024-06,三宮,オムライス,61,600
2024-06,三宮,カツ丼,68,650
2024-06,三宮,カレー,69,600
2024-06,三宮,サンドウィッチ,15,450
2024-06,三宮,スパゲティ,21,710
2024-06,三宮,チャーハン,59,630
2024-06,三宮,ドリア,40,700
2024-06,三宮,ピザ,48,740
2024-06,三宮,蕎麦,52,500
2024-06,三宮,洋定食,63,700
2024-06,三宮,和定食,69,650
2024-07,三宮,うどん,67,500
2024-07,三宮,オムライス,55,600
2024-07,三宮,カツ丼,70,650
2024-07,三宮,カレー,69,600
2024-07,三宮,サンドウィッチ,20,450
2024-07,三宮,スパゲティ,29,710
2024-07,三宮,チャーハン,50,630
2024-07,三宮,ドリア,39,700
2024-07,三宮,ピザ,46,740
2024-07,三宮,蕎麦,54,500
2024-07,三宮,洋定食,75,700
2024-07,三宮,和定食,63,650
2024-08,三宮,うどん,61,500
2024-08,三宮,オムライス,67,600
2024-08,三宮,カツ丼,66,650
2024-08,三宮,カレー,76,600
2024-08,三宮,サンドウィッチ,21,450
2024-08,三宮,スパゲティ,37,710
2024-08,三宮,チャーハン,53,630
2024-08,三宮,ドリア,47,700
2024-08,三宮,ピザ,35,740
2024-08,三宮,蕎麦,49,500
2024-08,三宮,洋定食,53,700
2024-08,三宮,和定食,77,650
2024-09,三宮,うどん,71,500
2024-09,三宮,オムライス,54,600
2024-09,三宮,カツ丼,60,650
2024-09,三宮,カレー,72,600
2024-09,三宮,サンドウィッチ,21,450
2024-09,三宮,スパゲティ,23,710
2024-09,三宮,チャーハン,51,630
2024-09,三宮,ドリア,45,700
2024-09,三宮,ピザ,45,740
2024-09,三宮,蕎麦,63,500
2024-09,三宮,洋定食,65,700
2024-09,三宮,和定食,71,650
2024-10,三宮,うどん,66,500
2024-10,三宮,オムライス,51,600
2024-10,三宮,カツ丼,70,650
2024-10,三宮,カレー,65,600
2024-10,三宮,サンドウィッチ,21,450
2024-10,三宮,スパゲティ,38,710
2024-10,三宮,チャーハン,40,630
2024-10,三宮,ドリア,41,700
2024-10,三宮,ピザ,37,740
2024-10,三宮,蕎麦,75,500
2024-10,三宮,洋定食,71,700
2024-10,三宮,和定食,69,650
2024-11,三宮,うどん,47,500
2024-11,三宮,オムライス,65,600
2024-11,三宮,カツ丼,70,650
2024-11,三宮,カレー,72,600
2024-11,三宮,サンドウィッチ,20,450
2024-11,三宮,スパゲティ,24,710
2024-11,三宮,チャーハン,46,630
2024-11,三宮,ドリア,37,700
2024-11,三宮,ピザ,35,740
2024-11,三宮,蕎麦,64,500
2024-11,三宮,洋定食,81,700
2024-11,三宮,和定食,82,650
2024-12,三宮,うどん,58,500
2024-12,三宮,オムライス,53,600
2024-12,三宮,カツ丼,63,650
2024-12,三宮,カレー,61,600
2024-12,三宮,サンドウィッチ,9,450
2024-12,三宮,スパゲティ,27,710
2024-12,三宮,チャーハン,51,630
2024-12,三宮,ドリア,38,700
2024-12,三宮,ピザ,32,740
2024-12,三宮,蕎麦,62,500
2024-12,三宮,洋定食,75,700
2024-12,三宮,和定食,77,650
2023-01,三田,うどん,30,500
2023-01,三田,オムライス,34,600
2023-01,三田,カツ丼,29,650
2023-01,三田,カレー,30,600
2023-01,三田,サンドウィッチ,2,450
2023-01,三田,スパゲティ,14,710
2023-01,三田,チャーハン,20,630
2023-01,三田,ドリア,25,700
2023-01,三田,ピザ,20,740
2023-01,三田,蕎麦,34,500
2023-01,三田,洋定食,31,700
2023-01,三田,和定食,31,650
2023-02,三田,うどん,33,500
2023-02,三田,オムライス,38,600
2023-02,三田,カツ丼,24,650
2023-02,三田,カレー,28,600
2023-02,三田,サンドウィッチ,8,450
2023-02,三田,スパゲティ,14,710
2023-02,三田,チャーハン,19,630
2023-02,三田,ドリア,18,700
2023-02,三田,ピザ,24,740
2023-02,三田,蕎麦,27,500
2023-02,三田,洋定食,31,700
2023-02,三田,和定食,42,650
2023-03,三田,うどん,38,500
2023-03,三田,オムライス,26,600
2023-03,三田,カツ丼,29,650
2023-03,三田,カレー,32,600
2023-03,三田,サンドウィッチ,11,450
2023-03,三田,スパゲティ,22,710
2023-03,三田,チャーハン,20,630
2023-03,三田,ドリア,18,700
2023-03,三田,ピザ,22,740
2023-03,三田,蕎麦,29,500
2023-03,三田,洋定食,24,700
2023-03,三田,和定食,38,650
2023-04,三田,うどん,27,500
2023-04,三田,オムライス,23,600
2023-04,三田,カツ丼,34,650
2023-04,三田,カレー,39,600
2023-04,三田,サンドウィッチ,15,450
2023-04,三田,スパゲティ,16,710
2023-04,三田,チャーハン,27,630
2023-04,三田,ドリア,17,700
2023-04,三田,ピザ,22,740
2023-04,三田,蕎麦,30,500
2023-04,三田,洋定食,38,700
2023-04,三田,和定食,38,650
2023-05,三田,うどん,21,500
2023-05,三田,オムライス,25,600
2023-05,三田,カツ丼,33,650
2023-05,三田,カレー,38,600
2023-05,三田,サンドウィッチ,14,450
2023-05,三田,スパゲティ,17,710
2023-05,三田,チャーハン,20,630
2023-05,三田,ドリア,25,700
2023-05,三田,ピザ,13,740
2023-05,三田,蕎麦,20,500
2023-05,三田,洋定食,26,700
2023-05,三田,和定食,30,650
2023-06,三田,うどん,36,500
2023-06,三田,オムライス,38,600
2023-06,三田,カツ丼,32,650
2023-06,三田,カレー,46,600
2023-06,三田,サンドウィッチ,13,450
2023-06,三田,スパゲティ,15,710
2023-06,三田,チャーハン,20,630
2023-06,三田,ドリア,18,700
2023-06,三田,ピザ,20,740
2023-06,三田,蕎麦,23,500
2023-06,三田,洋定食,31,700
2023-06,三田,和定食,35,650
2023-07,三田,うどん,35,500
2023-07,三田,オムライス,25,600
2023-07,三田,カツ丼,33,650
2023-07,三田,カレー,39,600
2023-07,三田,サンドウィッチ,7,450
2023-07,三田,スパゲティ,12,710
2023-07,三田,チャーハン,35,630
2023-07,三田,ドリア,20,700
2023-07,三田,ピザ,13,740
2023-07,三田,蕎麦,35,500
2023-07,三田,洋定食,31,700
2023-07,三田,和定食,42,650
2023-08,三田,うどん,36,500
2023-08,三田,オムライス,31,600
2023-08,三田,カツ丼,25,650
2023-08,三田,カレー,33,600
2023-08,三田,サンドウィッチ,5,450
2023-08,三田,スパゲティ,16,710
2023-08,三田,チャーハン,23,630
